type,entry_time,exit_time,entry_price,exit_price,pnl_pct,bars_held,exit_reason
long,2026-06-05 06:30:00,2026-06-05 12:20:00,1372.1,1377.0,0.2571168282195242,59,opposite_signal
short,2026-06-05 12:20:00,2026-06-05 13:00:00,1377.0,1368.738,0.499999999999996,8,take_profit
long,2026-06-05 14:50:00,2026-06-05 15:15:00,1356.95,1352.87915,-0.4000000000000047,5,stop_loss
long,2026-06-05 15:40:00,2026-06-05 17:55:00,1351.9,1351.5,-0.1295879872771722,27,forced_intraday_exit
long,2026-06-08 04:30:00,2026-06-08 04:45:00,1346.65,1342.61005,-0.4000000000000067,3,stop_loss
short,2026-06-08 09:55:00,2026-06-08 11:15:00,1350.7,1354.7521,-0.39999999999999125,14,stop_loss
short,2026-06-08 12:15:00,2026-06-08 17:55:00,1359.0,1353.75,0.28631346578366446,58,forced_intraday_exit
short,2026-06-09 06:55:00,2026-06-09 10:25:00,1358.8,1362.8763999999999,-0.39999999999999425,39,stop_loss
short,2026-06-09 13:20:00,2026-06-09 14:25:00,1363.2,1358.05,0.2777875586854527,13,opposite_signal
long,2026-06-09 14:25:00,2026-06-09 14:40:00,1358.05,1353.97585,-0.3999999999999939,3,stop_loss
long,2026-06-09 15:15:00,2026-06-09 15:30:00,1354.6,1350.5362,-0.3999999999999927,3,stop_loss
long,2026-06-09 16:15:00,2026-06-09 16:40:00,1346.0,1341.962,-0.4000000000000008,5,stop_loss
long,2026-06-09 16:45:00,2026-06-09 17:55:00,1345.6,1345.6,-0.1,14,forced_intraday_exit
long,2026-06-10 03:50:00,2026-06-10 04:25:00,1342.8,1338.7716,-0.399999999999994,7,stop_loss
long,2026-06-10 04:50:00,2026-06-10 06:00:00,1336.1,1344.1165999999998,0.49999999999999445,14,take_profit
long,2026-06-10 09:10:00,2026-06-10 09:50:00,1334.15,1330.1475500000001,-0.39999999999999647,8,stop_loss
long,2026-06-10 10:45:00,2026-06-10 11:15:00,1333.3,1329.3001,-0.4000000000000019,6,stop_loss
long,2026-06-10 11:25:00,2026-06-10 13:25:00,1330.0,1337.98,0.5000000000000014,24,take_profit
short,2026-06-11 15:15:00,2026-06-11 17:30:00,1333.9,1337.9017,-0.39999999999998503,26,stop_loss
short,2026-06-12 05:15:00,2026-06-12 17:55:00,1352.25,1352.4,-0.11109262340544211,138,forced_intraday_exit
short,2026-06-15 04:50:00,2026-06-15 10:05:00,1364.0,1355.816,0.4999999999999978,59,take_profit
long,2026-06-15 10:20:00,2026-06-15 17:55:00,1356.95,1358.5,0.014226758539368028,83,forced_intraday_exit
long,2026-06-16 06:50:00,2026-06-16 09:00:00,1349.75,1354.0,0.2148731246527135,25,opposite_signal
short,2026-06-16 09:00:00,2026-06-16 13:55:00,1354.0,1358.062,-0.3999999999999925,58,stop_loss
long,2026-06-17 14:25:00,2026-06-17 17:55:00,1356.7,1356.25,-0.13316871821331505,40,forced_intraday_exit
long,2026-06-18 04:35:00,2026-06-18 11:50:00,1343.95,1339.91815,-0.4000000000000057,86,stop_loss
long,2026-06-18 12:00:00,2026-06-18 13:45:00,1340.2,1344.65,0.23203999403074507,20,opposite_signal
short,2026-06-18 13:45:00,2026-06-18 17:00:00,1344.65,1342.0,0.09707730636225714,38,opposite_signal
long,2026-06-18 17:00:00,2026-06-18 17:55:00,1342.0,1339.8,-0.2639344262295116,11,forced_intraday_exit
long,2026-06-19 04:10:00,2026-06-19 04:35:00,1327.3,1323.3181,-0.3999999999999997,5,stop_loss
short,2026-06-19 09:55:00,2026-06-19 17:55:00,1330.0,1327.4,0.09548872180450443,92,forced_intraday_exit
short,2026-06-22 07:00:00,2026-06-22 16:15:00,1337.0,1332.7,0.22161555721764806,110,opposite_signal
long,2026-06-22 16:15:00,2026-06-22 17:55:00,1332.7,1334.9,0.06507841224582017,20,forced_intraday_exit
long,2026-06-23 04:10:00,2026-06-23 05:30:00,1324.0,1320.028,-0.39999999999999847,16,stop_loss
long,2026-06-23 06:05:00,2026-06-23 07:40:00,1320.0,1316.04,-0.4000000000000028,19,stop_loss
long,2026-06-23 08:05:00,2026-06-23 12:10:00,1314.15,1310.20755,-0.4000000000000006,49,stop_loss
long,2026-06-23 13:25:00,2026-06-23 16:40:00,1308.5,1304.5745,-0.40000000000000435,39,stop_loss
long,2026-06-24 03:45:00,2026-06-24 04:15:00,1288.25,1284.38525,-0.3999999999999968,6,stop_loss
long,2026-06-24 04:25:00,2026-06-24 05:25:00,1286.3,1294.0177999999999,0.499999999999992,12,take_profit
long,2026-06-24 11:25:00,2026-06-24 12:00:00,1276.4,1272.5708000000002,-0.39999999999999225,7,stop_loss
long,2026-06-24 12:15:00,2026-06-24 12:25:00,1271.0,1267.187,-0.400000000000008,2,stop_loss
long,2026-06-24 12:35:00,2026-06-24 13:05:00,1268.0,1264.196,-0.4000000000000069,6,stop_loss
long,2026-06-24 14:20:00,2026-06-24 14:40:00,1260.8,1257.0176,-0.40000000000000413,4,stop_loss
long,2026-06-24 14:50:00,2026-06-24 16:05:00,1257.2,1253.4284,-0.4000000000000028,15,stop_loss
long,2026-06-24 16:25:00,2026-06-24 16:55:00,1249.0,1245.253,-0.4000000000000057,6,stop_loss
long,2026-06-26 11:35:00,2026-06-26 12:30:00,1264.6,1268.0,0.16885971848806666,11,opposite_signal
short,2026-06-26 12:30:00,2026-06-26 17:55:00,1268.0,1266.8,-0.00536277602523301,65,forced_intraday_exit
