type,entry_time,exit_time,entry_price,exit_price,pnl_pct,bars_held,exit_reason
long,2026-06-05 16:30:00,2026-06-05 17:45:00,1349.4,1351.5,0.05562472209870378,5,forced_intraday_exit
long,2026-06-08 05:30:00,2026-06-08 11:15:00,1340.85,1354.2585,0.9000000000000005,23,take_profit
long,2026-06-10 09:00:00,2026-06-10 17:45:00,1334.15,1332.0,-0.2611512948319223,35,forced_intraday_exit
long,2026-06-11 04:15:00,2026-06-11 17:30:00,1326.8,1340.068,0.9000000000000022,53,take_profit
long,2026-06-16 07:15:00,2026-06-16 17:45:00,1348.9,1357.35,0.5264363555489523,42,forced_intraday_exit
long,2026-06-18 07:15:00,2026-06-18 17:45:00,1347.4,1339.8,-0.6640492800950079,42,forced_intraday_exit
long,2026-06-23 08:30:00,2026-06-23 16:30:00,1315.0,1304.48,-0.8999999999999986,32,stop_loss
long,2026-06-24 04:15:00,2026-06-24 06:00:00,1286.3,1299.163,0.9000000000000045,7,take_profit
long,2026-06-24 16:45:00,2026-06-24 17:45:00,1245.8,1241.1,-0.4772676192005174,4,forced_intraday_exit
long,2026-06-26 11:30:00,2026-06-26 17:45:00,1265.3,1266.8,0.018548960720777663,25,forced_intraday_exit
