type,entry_time,exit_time,entry_price,exit_price,pnl_pct,bars_held,exit_reason
long,2026-06-05 06:35:00,2026-06-05 12:55:00,1373.55,1369.4293499999999,-0.400000000000005,65,stop_loss
long,2026-06-05 15:45:00,2026-06-05 17:55:00,1351.45,1351.5,-0.0963002700802875,26,forced_intraday_exit
short,2026-06-08 12:20:00,2026-06-08 17:55:00,1359.25,1353.75,0.3046349089571455,57,forced_intraday_exit
long,2026-06-09 16:20:00,2026-06-09 16:40:00,1345.8,1341.7626,-0.39999999999999514,4,stop_loss
long,2026-06-09 16:50:00,2026-06-09 17:55:00,1344.0,1345.6,0.019047619047612263,13,forced_intraday_exit
long,2026-06-10 04:55:00,2026-06-10 05:55:00,1335.25,1343.2615,0.5000000000000052,12,take_profit
long,2026-06-15 10:25:00,2026-06-15 17:55:00,1358.0,1358.5,-0.06318114874815906,82,forced_intraday_exit
long,2026-06-16 07:55:00,2026-06-16 13:00:00,1348.9,1356.9934,0.499999999999998,59,take_profit
long,2026-06-18 04:40:00,2026-06-18 09:10:00,1344.45,1340.4166500000001,-0.3999999999999946,54,stop_loss
short,2026-06-22 07:05:00,2026-06-22 17:55:00,1337.5,1334.9,0.09439252336447918,129,forced_intraday_exit
long,2026-06-23 04:40:00,2026-06-23 06:20:00,1322.0,1318.034,-0.39999999999999203,20,stop_loss
long,2026-06-23 08:10:00,2026-06-23 11:00:00,1314.95,1311.00515,-0.4000000000000067,34,stop_loss
long,2026-06-24 03:50:00,2026-06-24 04:10:00,1291.2,1287.3264000000001,-0.39999999999999203,4,stop_loss
long,2026-06-24 04:30:00,2026-06-24 05:30:00,1289.75,1297.4885,0.49999999999999467,12,take_profit
long,2026-06-24 11:30:00,2026-06-24 11:55:00,1278.8,1274.9636,-0.39999999999999314,5,stop_loss
long,2026-06-24 12:20:00,2026-06-24 12:25:00,1270.15,1266.3395500000001,-0.3999999999999958,1,stop_loss
long,2026-06-24 12:40:00,2026-06-24 13:05:00,1268.6,1264.7941999999998,-0.4000000000000071,5,stop_loss
long,2026-06-26 11:40:00,2026-06-26 12:35:00,1265.3,1267.55,0.07782344108116654,11,opposite_signal
short,2026-06-26 12:35:00,2026-06-26 17:55:00,1267.55,1266.8,-0.0408307364601002,64,forced_intraday_exit
